40	-64.875	-116	0	48	0	710.1	428.4	-4.375	582.3	29929	13.85640646	11.39 
85	-202.5	0	0	40.5	-0.3125	791.25	338	-17.5	287.2	291600	12.72792206	61.89 
76	-124.6875	-142.5	0	57	0	699	297	-4.375	675.7	110556.25	15.09966887	30.28 
141	-81.83625	-54.64	108.3075	35.1875	-1.48875	806.775	396.335	-17.5	814.2	47624.3329	11.86381052	55.51 
50	-72	-288	0	48	0	697.35	358.05	-4.375	67.8	36864	13.85640646	21.48 
158	-150.675	-94.7	0	36.85	-1.425	710.1	426.05	-35	657.7	161443.24	12.14084017	73.70 
50	-97.8375	-100.5	68.5125	50.15	-1.075	648.375	380.75	-17.5	577.4	68068.81	14.16333294	32.40 
216	-107.3625	-200.9	0	36.175	-1.4	753.45	401.85	-56.875	148	81967.69	12.02913131	76.80 
104	-159.375	-106.3	0	38.375	-2.0625	639.075	443.55	-4.375	734.2	180625	12.38951169	49.20 
55	-108	-192	0	48	0	699	358.9	-1.875	421.8	82944	13.85640646	16.11 
130	-103.125	0	0	45.75	0	816	404	-4.375	347.4	75625	13.52774926	14.20 
205	-71.3775	0	109.5325	40.4625	-1.235	816.075	401.295	-8.75	694.9	36229.3156	12.72202814	22.72 
158	-142.5	-95	0	57	0	699	297	-168.75	765.4	144400	15.09966887	41.15 
43	-59.25	0	170.625	55	-1.375	673.5	356.5	-17.5	683.8	24964	14.83239697	8.54 
35	-59.55	-238.2	0	46.425	0	780.45	367.15	-17.5	222.1	25217.44	13.62717872	21.07 
52	-79.695	0	87.82375	39.83	-1.08875	755.85	451.795	-8.75	68.2	45164.7504	12.62220266	26.31 
53	-86.13	0	103.39	48.8075	-0.76625	771.075	378.815	-8.75	440.3	52752.9024	13.97247294	22.32 
